Elapsed - Replicas - Running - Unavailable
1 - 1 - 1 - 0
3 - 1 - 1 - 0
4 - 1 - 1 - 0
6 - 1 - 1 - 0
8 - 1 - 1 - 3
11 - 3 - 1 - 0
13 - 3 - 3 - 0
15 - 3 - 3 - 0
17 - 3 - 3 - 1
19 - 3 - 1 - 2
21 - 3 - 1 - 3
24 - 3 - 0 - 3
26 - 4 - 1 - 3
28 - 4 - 1 - 3
30 - 4 - 1 - 3
32 - 4 - 1 - 6
35 - 4 - 2 - 4
37 - 4 - 4 - 3
40 - 4 - 4 - 0
42 - 4 - 4 - 0
44 - 4 - 2 - 4
46 - 4 - 3 - 1
48 - 4 - 3 - 1
50 - 4 - 3 - 1
53 - 4 - 0 - 4
55 - 4 - 0 - 4
57 - 4 - 0 - 4
59 - 4 - 0 - 5
61 - 4 - 1 - 4
65 - 4 - 1 - 7
75 - 4 - 1 - 8
79 - 4 - 0 - 6
82 - 4 - 3 - 3
85 - 4 - 4 - 0
87 - 4 - 4 - 0
89 - 4 - 4 - 0
91 - 4 - 3 - 3
93 - 4 - 3 - 1
95 - 4 - 3 - 2
98 - 4 - 2 - 2
100 - 4 - 2 - 2
102 - 4 - 0 - 4
104 - 4 - 0 - 4
106 - 4 - 0 - 5
108 - 4 - 1 - 4
110 - 4 - 1 - 4
112 - 4 - 0 - 6
116 - 4 - 1 - 6
118 - 4 - 3 - 3
120 - 4 - 3 - 4
123 - 4 - 3 - 1
125 - 4 - 3 - 1
127 - 4 - 1 - 4
129 - 4 - 3 - 1
131 - 4 - 3 - 1
133 - 4 - 3 - 1
135 - 4 - 1 - 4
137 - 4 - 2 - 3
139 - 4 - 1 - 4
142 - 4 - 0 - 4
144 - 4 - 1 - 3
146 - 4 - 1 - 4
148 - 4 - 1 - 5
150 - 4 - 2 - 5
153 - 4 - 2 - 5
155 - 4 - 3 - 1
157 - 4 - 3 - 1
159 - 4 - 1 - 2
162 - 4 - 3 - 1
164 - 4 - 3 - 1
166 - 4 - 2 - 4
168 - 4 - 2 - 3
170 - 4 - 2 - 3
173 - 4 - 1 - 4
175 - 4 - 1 - 3
177 - 4 - 1 - 4
179 - 4 - 2 - 5
183 - 4 - 1 - 5
185 - 4 - 3 - 3
188 - 4 - 3 - 3
190 - 4 - 3 - 1
192 - 4 - 3 - 1
194 - 4 - 0 - 3
196 - 4 - 2 - 2
198 - 4 - 2 - 3
201 - 4 - 2 - 2
203 - 4 - 1 - 3
205 - 4 - 1 - 4
207 - 4 - 2 - 3
210 - 4 - 2 - 3
212 - 4 - 2 - 3
214 - 4 - 2 - 3
216 - 4 - 3 - 3
219 - 4 - 2 - 3
222 - 4 - 2 - 2
224 - 4 - 2 - 2
226 - 4 - 1 - 3
228 - 4 - 2 - 2
230 - 4 - 2 - 3
232 - 4 - 0 - 5
235 - 4 - 1 - 4
238 - 4 - 2 - 3
240 - 4 - 2 - 2
242 - 4 - 2 - 2
244 - 4 - 2 - 2
246 - 4 - 1 - 3
248 - 4 - 1 - 4
250 - 4 - 1 - 5
252 - 4 - 3 - 4
254 - 4 - 2 - 2
256 - 4 - 1 - 4
258 - 4 - 2 - 2
260 - 4 - 2 - 3
262 - 4 - 3 - 2
266 - 4 - 1 - 4
268 - 4 - 1 - 3
271 - 4 - 1 - 3
273 - 4 - 2 - 3
275 - 4 - 1 - 2
276 - 4 - 2 - 2
278 - 4 - 1 - 5
281 - 4 - 2 - 5
284 - 4 - 2 - 4
286 - 4 - 2 - 3
288 - 4 - 2 - 2
290 - 4 - 1 - 2
293 - 4 - 2 - 3
295 - 4 - 3 - 3
298 - 4 - 1 - 4
300 - 4 - 2 - 3
302 - 4 - 1 - 4
305 - 4 - 2 - 2
307 - 4 - 2 - 2
309 - 4 - 2 - 2
311 - 4 - 1 - 4
313 - 4 - 1 - 5
315 - 4 - 1 - 5
317 - 4 - 2 - 4
319 - 4 - 1 - 4
321 - 4 - 2 - 2
323 - 4 - 2 - 3
326 - 4 - 2 - 3
329 - 4 - 1 - 5
331 - 4 - 2 - 4
333 - 4 - 2 - 3
335 - 4 - 1 - 3
338 - 4 - 2 - 2
340 - 4 - 2 - 3
342 - 4 - 1 - 4
344 - 4 - 2 - 4
347 - 4 - 2 - 5
349 - 4 - 1 - 3
351 - 4 - 2 - 2
353 - 4 - 2 - 2
355 - 4 - 2 - 4
358 - 4 - 3 - 2
360 - 4 - 2 - 3
363 - 4 - 2 - 3
365 - 4 - 2 - 3
368 - 4 - 1 - 3
370 - 4 - 1 - 3
373 - 4 - 2 - 2
375 - 4 - 1 - 4
377 - 4 - 2 - 3
380 - 4 - 1 - 5
Elapsed - Replicas - Running - Unavailable
1 - 1 - 1 - 0
3 - 1 - 1 - 0
5 - 1 - 1 - 0
7 - 1 - 1 - 0
9 - 1 - 1 - 1
11 - 1 - 1 - 0
13 - 1 - 1 - 0
15 - 1 - 1 - 0
17 - 2 - 0 - 2
20 - 2 - 1 - 1
21 - 2 - 1 - 1
23 - 2 - 1 - 1
25 - 2 - 0 - 2
27 - 2 - 1 - 2
29 - 2 - 1 - 2
31 - 2 - 2 - 1
33 - 2 - 1 - 2
35 - 2 - 0 - 2
37 - 2 - 1 - 1
39 - 2 - 1 - 1
41 - 2 - 1 - 1
43 - 2 - 0 - 2
45 - 2 - 0 - 3
47 - 2 - 1 - 2
49 - 2 - 1 - 2
51 - 2 - 1 - 2
54 - 2 - 1 - 2
56 - 2 - 2 - 1
58 - 2 - 2 - 1
59 - 2 - 2 - 2
62 - 2 - 1 - 3
64 - 4 - 0 - 4
67 - 4 - 3 - 1
69 - 4 - 3 - 1
70 - 4 - 1 - 3
73 - 4 - 3 - 1
75 - 4 - 3 - 2
76 - 4 - 3 - 3
79 - 4 - 1 - 4
81 - 4 - 1 - 4
82 - 4 - 1 - 4
85 - 4 - 1 - 3
87 - 4 - 1 - 3
89 - 4 - 1 - 3
91 - 4 - 0 - 6
93 - 4 - 2 - 5
95 - 4 - 3 - 4
98 - 4 - 3 - 1
100 - 4 - 3 - 1
102 - 4 - 3 - 3
104 - 4 - 3 - 2
106 - 4 - 4 - 1
108 - 4 - 4 - 0
111 - 4 - 2 - 2
113 - 4 - 2 - 2
114 - 4 - 0 - 4
117 - 4 - 1 - 3
118 - 4 - 1 - 3
120 - 4 - 1 - 3
123 - 4 - 0 - 4
124 - 4 - 0 - 6
127 - 4 - 2 - 5
129 - 4 - 3 - 4
131 - 4 - 3 - 1
133 - 4 - 3 - 1
135 - 4 - 3 - 2
137 - 4 - 3 - 2
139 - 4 - 4 - 1
142 - 4 - 4 - 1
145 - 4 - 3 - 1
147 - 4 - 3 - 1
149 - 4 - 0 - 3
151 - 4 - 1 - 3
153 - 4 - 1 - 3
155 - 4 - 1 - 3
157 - 4 - 0 - 5
159 - 4 - 0 - 5
160 - 4 - 1 - 6
163 - 4 - 2 - 5
166 - 4 - 2 - 2
168 - 4 - 3 - 3
170 - 4 - 2 - 2
172 - 4 - 2 - 1
174 - 4 - 3 - 1
176 - 4 - 3 - 1
178 - 4 - 2 - 2
180 - 4 - 1 - 3
182 - 4 - 1 - 3
184 - 4 - 0 - 4
186 - 4 - 0 - 4
188 - 4 - 0 - 5
190 - 4 - 1 - 5
192 - 4 - 2 - 5
194 - 4 - 2 - 2
197 - 4 - 3 - 1
199 - 4 - 2 - 4
201 - 4 - 2 - 2
203 - 4 - 4 - 1
205 - 4 - 4 - 1
207 - 4 - 1 - 4
209 - 4 - 1 - 3
211 - 4 - 1 - 3
213 - 4 - 1 - 3
215 - 4 - 0 - 4
217 - 4 - 0 - 4
219 - 4 - 0 - 6
221 - 4 - 2 - 5
223 - 4 - 3 - 4
226 - 4 - 3 - 4
228 - 4 - 4 - 1
231 - 4 - 2 - 3
233 - 4 - 4 - 0
235 - 4 - 4 - 0
237 - 4 - 4 - 0
239 - 4 - 4 - 0
241 - 4 - 2 - 3
243 - 4 - 1 - 3
245 - 4 - 1 - 3
247 - 4 - 0 - 4
249 - 4 - 0 - 4
251 - 4 - 0 - 4
253 - 4 - 0 - 5
255 - 4 - 1 - 5
257 - 4 - 1 - 5
259 - 4 - 3 - 6
262 - 4 - 3 - 3
264 - 4 - 4 - 1
267 - 4 - 4 - 0
269 - 4 - 3 - 1
271 - 4 - 3 - 1
273 - 4 - 3 - 3
275 - 4 - 1 - 3
277 - 4 - 1 - 4
279 - 4 - 0 - 4
281 - 4 - 0 - 4
283 - 4 - 1 - 4
285 - 4 - 1 - 4
287 - 4 - 1 - 5
289 - 4 - 1 - 3
291 - 4 - 3 - 4
293 - 4 - 4 - 2
296 - 4 - 3 - 1
298 - 4 - 3 - 1
300 - 4 - 1 - 3
302 - 4 - 3 - 1
304 - 4 - 3 - 1
306 - 4 - 2 - 2
308 - 4 - 2 - 2
310 - 4 - 2 - 5
313 - 4 - 1 - 4
315 - 4 - 1 - 4
316 - 4 - 1 - 4
319 - 4 - 1 - 3
321 - 4 - 1 - 4
323 - 4 - 2 - 5
326 - 4 - 2 - 4
328 - 4 - 3 - 3
330 - 4 - 3 - 1
332 - 4 - 3 - 3
334 - 4 - 3 - 1
336 - 4 - 2 - 2
