Elapsed - Replicas - Running - Unavailable
1 - 4 - 4 - 0
3 - 4 - 4 - 0
5 - 4 - 4 - 0
7 - 4 - 4 - 0
9 - 4 - 4 - 0
12 - 4 - 1 - 0
14 - 4 - 4 - 0
16 - 4 - 4 - 0
18 - 4 - 4 - 0
20 - 4 - 4 - 0
23 - 4 - 0 - 4
25 - 4 - 0 - 4
26 - 4 - 0 - 4
28 - 4 - 0 - 4
30 - 4 - 0 - 4
32 - 4 - 0 - 4
34 - 4 - 0 - 7
36 - 4 - 1 - 6
38 - 4 - 3 - 5
41 - 4 - 4 - 4
44 - 4 - 4 - 3
46 - 4 - 1 - 3
48 - 4 - 4 - 0
50 - 4 - 4 - 1
53 - 4 - 4 - 0
55 - 4 - 4 - 0
57 - 4 - 4 - 0
59 - 4 - 2 - 2
63 - 4 - 0 - 4
65 - 4 - 0 - 4
66 - 4 - 0 - 4
68 - 4 - 0 - 4
70 - 4 - 0 - 4
72 - 4 - 0 - 5
74 - 4 - 1 - 6
76 - 4 - 2 - 5
78 - 4 - 4 - 4
83 - 4 - 4 - 4
86 - 4 - 3 - 7
88 - 4 - 0 - 5
90 - 4 - 2 - 1
91 - 4 - 4 - 0
93 - 4 - 4 - 0
95 - 4 - 4 - 1
100 - 4 - 0 - 4
102 - 4 - 0 - 4
104 - 4 - 0 - 4
106 - 4 - 0 - 4
107 - 4 - 0 - 4
109 - 4 - 0 - 4
111 - 4 - 0 - 8
116 - 4 - 0 - 8
120 - 4 - 1 - 6
123 - 4 - 2 - 6
127 - 4 - 3 - 2
132 - 4 - 2 - 2
134 - 4 - 4 - 0
136 - 4 - 4 - 0
139 - 4 - 2 - 2
141 - 4 - 4 - 1
144 - 4 - 3 - 1
147 - 4 - 2 - 2
150 - 4 - 1 - 3
153 - 4 - 0 - 4
156 - 4 - 0 - 4
158 - 4 - 0 - 6
160 - 4 - 2 - 4
162 - 4 - 2 - 4
164 - 4 - 2 - 5
170 - 4 - 2 - 6
178 - 4 - 1 - 7
180 - 4 - 2 - 6
183 - 4 - 1 - 5
185 - 4 - 4 - 0
187 - 4 - 3 - 1
190 - 4 - 3 - 1
192 - 4 - 3 - 1
193 - 4 - 3 - 1
196 - 4 - 3 - 1
198 - 4 - 2 - 3
200 - 4 - 2 - 2
202 - 4 - 2 - 2
204 - 4 - 2 - 3
206 - 4 - 2 - 3
210 - 4 - 1 - 5
218 - 4 - 0 - 5
221 - 4 - 1 - 4
223 - 4 - 2 - 4
227 - 4 - 2 - 3
231 - 4 - 1 - 5
237 - 4 - 1 - 3
240 - 4 - 4 - 1
242 - 4 - 4 - 1
244 - 4 - 4 - 0
246 - 4 - 3 - 1
248 - 4 - 4 - 0
250 - 4 - 3 - 1
252 - 4 - 3 - 1
254 - 4 - 2 - 2
256 - 4 - 2 - 3
258 - 4 - 1 - 3
260 - 4 - 1 - 3
262 - 4 - 1 - 4
264 - 4 - 1 - 5
267 - 4 - 0 - 4
269 - 4 - 2 - 4
272 - 4 - 2 - 5
275 - 4 - 2 - 4
278 - 4 - 2 - 3
280 - 4 - 1 - 4
284 - 4 - 3 - 1
286 - 4 - 4 - 1
288 - 4 - 4 - 2
292 - 4 - 3 - 2
295 - 4 - 4 - 1
298 - 4 - 3 - 2
