Elapsed - Replicas - Running - Unavailable
1 - 1 - 1 - 0
3 - 1 - 1 - 0
5 - 1 - 1 - 0
7 - 1 - 1 - 0
9 - 1 - 1 - 0
11 - 2 - 1 - 1
13 - 2 - 2 - 0
15 - 2 - 2 - 0
17 - 2 - 2 - 0
19 - 2 - 2 - 0
21 - 2 - 2 - 0
23 - 2 - 2 - 0
25 - 2 - 1 - 1
27 - 2 - 1 - 1
29 - 2 - 1 - 1
31 - 2 - 1 - 1
33 - 2 - 1 - 2
35 - 2 - 0 - 2
37 - 2 - 0 - 3
39 - 2 - 0 - 2
41 - 2 - 1 - 2
43 - 2 - 1 - 2
45 - 2 - 1 - 1
47 - 2 - 1 - 1
49 - 2 - 1 - 2
51 - 2 - 2 - 1
53 - 2 - 2 - 1
55 - 2 - 2 - 1
57 - 2 - 2 - 0
59 - 2 - 2 - 0
61 - 2 - 2 - 0
63 - 2 - 2 - 0
66 - 2 - 2 - 0
68 - 2 - 1 - 1
70 - 2 - 1 - 1
72 - 2 - 1 - 1
73 - 2 - 1 - 1
75 - 2 - 1 - 1
77 - 2 - 1 - 1
79 - 2 - 0 - 2
81 - 2 - 0 - 3
83 - 2 - 1 - 2
85 - 2 - 1 - 2
88 - 2 - 1 - 2
90 - 2 - 1 - 1
92 - 2 - 1 - 2
94 - 2 - 2 - 1
96 - 2 - 2 - 1
98 - 2 - 1 - 1
101 - 2 - 2 - 0
103 - 2 - 2 - 0
105 - 2 - 2 - 0
107 - 2 - 2 - 0
109 - 2 - 2 - 0
111 - 2 - 2 - 0
113 - 2 - 2 - 0
115 - 2 - 1 - 1
116 - 2 - 1 - 1
118 - 2 - 1 - 1
120 - 2 - 1 - 1
122 - 2 - 1 - 1
124 - 2 - 1 - 1
126 - 2 - 0 - 2
128 - 2 - 0 - 2
130 - 2 - 0 - 3
132 - 2 - 1 - 2
134 - 2 - 1 - 2
136 - 2 - 1 - 2
138 - 2 - 1 - 1
140 - 2 - 1 - 2
142 - 2 - 2 - 1
144 - 2 - 2 - 1
147 - 2 - 2 - 1
149 - 2 - 2 - 0
151 - 2 - 2 - 0
153 - 2 - 2 - 0
155 - 2 - 2 - 0
157 - 2 - 1 - 0
159 - 2 - 2 - 0
161 - 2 - 1 - 1
163 - 2 - 1 - 1
165 - 2 - 1 - 1
167 - 2 - 1 - 1
169 - 2 - 1 - 1
171 - 2 - 0 - 2
173 - 2 - 0 - 2
175 - 2 - 1 - 2
177 - 2 - 1 - 2
179 - 2 - 1 - 2
181 - 2 - 1 - 1
183 - 2 - 1 - 1
185 - 2 - 1 - 1
187 - 2 - 1 - 2
189 - 2 - 2 - 1
191 - 2 - 2 - 1
193 - 2 - 2 - 1
196 - 2 - 2 - 0
198 - 2 - 2 - 0
200 - 2 - 2 - 0
202 - 2 - 2 - 1
205 - 2 - 1 - 1
207 - 2 - 1 - 1
209 - 2 - 1 - 1
211 - 2 - 1 - 1
213 - 2 - 1 - 1
214 - 2 - 1 - 1
216 - 2 - 1 - 1
218 - 2 - 1 - 2
221 - 2 - 0 - 2
223 - 2 - 1 - 2
226 - 2 - 1 - 1
228 - 2 - 1 - 1
230 - 2 - 1 - 1
232 - 2 - 1 - 2
234 - 2 - 2 - 1
236 - 2 - 2 - 1
238 - 2 - 2 - 2
240 - 2 - 2 - 0
242 - 2 - 2 - 0
244 - 2 - 2 - 0
246 - 2 - 2 - 0
248 - 2 - 2 - 0
250 - 2 - 2 - 0
252 - 2 - 2 - 1
254 - 2 - 2 - 0
256 - 2 - 2 - 0
259 - 2 - 1 - 1
261 - 2 - 1 - 1
263 - 2 - 1 - 1
265 - 2 - 1 - 1
266 - 4 - 1 - 3
268 - 4 - 2 - 1
270 - 4 - 3 - 1
273 - 4 - 2 - 3
275 - 4 - 3 - 2
277 - 4 - 3 - 2
279 - 4 - 3 - 2
282 - 4 - 3 - 1
284 - 4 - 3 - 2
286 - 4 - 2 - 3
288 - 4 - 4 - 1
290 - 4 - 3 - 1
293 - 4 - 4 - 0
295 - 4 - 4 - 0
297 - 4 - 4 - 0
299 - 4 - 4 - 0
301 - 4 - 4 - 0
303 - 4 - 4 - 0
305 - 4 - 4 - 0
307 - 4 - 4 - 0
308 - 4 - 4 - 0
311 - 4 - 4 - 0
313 - 4 - 4 - 0
315 - 4 - 4 - 0
317 - 4 - 4 - 0
318 - 4 - 4 - 0
320 - 4 - 3 - 1
323 - 4 - 1 - 3
324 - 4 - 1 - 3
326 - 4 - 1 - 3
328 - 4 - 1 - 3
331 - 4 - 0 - 4
333 - 4 - 0 - 5
335 - 4 - 1 - 4
337 - 4 - 1 - 5
339 - 4 - 2 - 5
341 - 4 - 2 - 5
343 - 4 - 3 - 3
345 - 4 - 3 - 3
347 - 4 - 4 - 1
349 - 4 - 4 - 1
351 - 4 - 3 - 2
354 - 4 - 4 - 0
356 - 4 - 3 - 1
358 - 4 - 4 - 0
360 - 4 - 3 - 1
362 - 4 - 4 - 0
364 - 4 - 4 - 0
366 - 4 - 4 - 0
368 - 4 - 4 - 0
370 - 4 - 4 - 0
372 - 4 - 4 - 0
374 - 4 - 4 - 0
376 - 4 - 4 - 0
378 - 4 - 4 - 0
380 - 4 - 3 - 1
382 - 4 - 3 - 1
384 - 4 - 3 - 1
386 - 4 - 3 - 1
388 - 4 - 3 - 1
390 - 4 - 3 - 1
392 - 4 - 3 - 2
394 - 4 - 2 - 2
396 - 4 - 2 - 3
398 - 4 - 3 - 1
400 - 4 - 3 - 1
402 - 4 - 3 - 1
404 - 4 - 3 - 2
406 - 4 - 2 - 2
408 - 4 - 2 - 3
410 - 4 - 3 - 2
412 - 4 - 3 - 2
414 - 4 - 3 - 1
416 - 4 - 3 - 2
419 - 4 - 2 - 2
421 - 4 - 3 - 1
423 - 4 - 3 - 1
425 - 4 - 3 - 1
428 - 4 - 3 - 1
430 - 4 - 3 - 1
432 - 4 - 3 - 1
434 - 4 - 3 - 1
436 - 4 - 3 - 2
438 - 4 - 3 - 2
440 - 4 - 3 - 2
442 - 4 - 3 - 2
444 - 4 - 3 - 1
446 - 4 - 3 - 1
448 - 4 - 3 - 2
450 - 4 - 2 - 2
452 - 4 - 1 - 3
455 - 4 - 3 - 2
457 - 4 - 3 - 1
459 - 4 - 3 - 1
461 - 4 - 3 - 2
463 - 4 - 4 - 1
466 - 4 - 4 - 0
468 - 4 - 4 - 0
470 - 4 - 4 - 0
472 - 4 - 4 - 0
474 - 4 - 3 - 1
476 - 4 - 3 - 1
478 - 4 - 3 - 1
480 - 4 - 3 - 1
481 - 4 - 3 - 1
483 - 4 - 3 - 1
485 - 4 - 3 - 3
488 - 4 - 1 - 1
490 - 4 - 3 - 1
492 - 4 - 3 - 1
494 - 4 - 3 - 1
496 - 4 - 3 - 1
498 - 4 - 3 - 1
500 - 4 - 3 - 2
503 - 4 - 4 - 1
505 - 4 - 4 - 0
507 - 4 - 4 - 0
509 - 4 - 3 - 0
511 - 4 - 4 - 0
513 - 4 - 4 - 0
515 - 4 - 4 - 0
517 - 4 - 4 - 0
519 - 4 - 4 - 0
521 - 4 - 4 - 0
523 - 4 - 2 - 2
525 - 4 - 3 - 1
527 - 4 - 2 - 2
529 - 4 - 2 - 2
531 - 4 - 2 - 2
533 - 4 - 2 - 2
535 - 4 - 2 - 2
537 - 4 - 2 - 3
539 - 4 - 2 - 3
542 - 4 - 2 - 3
544 - 4 - 3 - 2
546 - 4 - 3 - 1
548 - 4 - 3 - 1
550 - 4 - 3 - 1
552 - 4 - 3 - 1
554 - 4 - 3 - 1
556 - 4 - 2 - 3
558 - 4 - 3 - 2
560 - 4 - 3 - 1
562 - 4 - 3 - 1
564 - 4 - 3 - 1
566 - 4 - 3 - 1
568 - 4 - 3 - 2
570 - 4 - 4 - 1
573 - 4 - 4 - 0
575 - 4 - 4 - 0
577 - 4 - 4 - 0
579 - 4 - 4 - 0
581 - 4 - 4 - 0
583 - 4 - 4 - 0
585 - 4 - 4 - 0
586 - 4 - 4 - 0
588 - 4 - 4 - 0
590 - 4 - 4 - 0
592 - 4 - 4 - 0
594 - 4 - 4 - 0
596 - 4 - 4 - 0
598 - 4 - 4 - 0
600 - 4 - 4 - 0
602 - 4 - 4 - 0
605 - 4 - 3 - 1
607 - 4 - 3 - 1
609 - 4 - 3 - 1
611 - 4 - 3 - 1
613 - 4 - 2 - 2
615 - 4 - 2 - 2
617 - 4 - 2 - 2
619 - 4 - 2 - 3
621 - 4 - 2 - 3
623 - 4 - 3 - 2
625 - 4 - 3 - 2
627 - 4 - 3 - 2
629 - 4 - 3 - 1
631 - 2 - 1 - 3
633 - 2 - 1 - 3
635 - 2 - 0 - 4
637 - 2 - 0 - 2
639 - 2 - 0 - 2
641 - 2 - 0 - 2
643 - 2 - 0 - 2
645 - 2 - 0 - 2
647 - 2 - 1 - 3
649 - 2 - 2 - 2
652 - 2 - 2 - 0
654 - 2 - 2 - 0
656 - 2 - 2 - 0
658 - 2 - 2 - 0
660 - 2 - 2 - 0
662 - 2 - 2 - 0
664 - 2 - 2 - 0
666 - 2 - 2 - 0
668 - 2 - 2 - 0
670 - 2 - 2 - 0
