
fixed_p4_d3000%5000,3511977836,25029243423,14294078339,87237755,342881751,109037524,5222451,1782382547764,24338030314,484351,1823500624302,47081778479,1,4,1,1,6,3,3511,25028,14292,118,61,2872325735402
fixed_p2_d3000%5000,3602936436,25566098641,14385850251,86495176,188493104,105835585,447438525,28906458615,15463095914,392523,73486726306,29913778537,1,4,1,1,6,3,3602,25565,14384,118,61,1825079661447
fixed_p1_jvm_d0%0,16121979,28564513,21342239,3083199641,3832617284,3360492773,320974842,29023484311,17910049945,455439,90778130652,34647397701,1,4,1,1,6,3,0,0,0,118,61,2113781350451
fixed_p1_jvm_d0%0,16342534,32216680,21385511,3052319550,3719619766,3380302141,268956450,39114849826,17867141262,498398,84518062137,34564444701,1,4,1,1,6,3,0,0,0,118,61,2108718951259
<<<<<<< HEAD
fixed_p1_jvm_d0%0,17087416,32075932,21355049,2922815154,3891259509,3369926387,279419125,28006981941,18047104274,512401,90365412335,34912889849,1,4,1,1,6,3,0,0,0,118,61,2129990931794
fixed_p32_d0%0,334204,2788560,634071,93840357,307904871,129137840,775393,12956641691,742486394,525103,18233433455,1437946271,1,4,1,1,6,3,0,0,0,118,61,87997715282
fixed_p64_d0%0,309816,2584861,634556,90169695,324262315,139378974,953025,16545146523,457765186,383343,21580472616,887990496,1,4,1,1,6,3,0,0,0,118,61,54463104845
fixed_p32_d100%150,100958869,808728853,447563186,88884450,369058567,135532887,1181174,12328179517,741759963,417037,16146470127,1436428148,1,4,1,1,6,3,100,808,446,118,61,87926063901
fixed_p1_d5000%10000,5033048895,50071615785,27123557645,89570657,156111873,107617537,5107922667,67682108955,41988249972,426678,229529591934,81224628631,1,4,1,1,6,3,5032,50070,27122,118,61,4955074225524
fixed_p2_d5000%10000,9409695370,48324951773,27154584901,89071365,185422226,105706907,23245995,56364610641,22978107202,512401,108485618790,44451028175,1,4,1,1,6,3,9408,48324,27153,118,61,2711860696064
fixed_p4_d5000%10000,6557515330,53414978803,26648760265,90458393,272873666,108454345,1771417,53429582010,14842427523,467641,69896159688,28713175080,1,4,1,1,6,3,6556,53414,26647,118,61,1751862130309
fixed_p16_d5000%10000,5674134012,48415856647,26629027067,82098710,418849096,115269046,1841004,47007405164,12482833366,484611,48429974838,24148950698,1,4,1,1,6,3,5673,48415,26627,118,61,1473445973046
fixed_p64_d5000%10000,5530977981,49262078154,26798427571,90424042,316823664,121478194,13060642,49274481646,12534515552,374334,49276084592,24249374930,1,4,1,1,6,3,5530,49261,26797,118,61,1479531784379
fixed_p2_d500%1000,521880728,5056836644,2740818820,86632049,163789448,109262100,103055343,21210962708,6074829833,553339,32743340642,11752864597,1,4,1,1,6,3,521,5056,2739,118,61,717381630400
fixed_p4_d500%1000,560343308,4935914678,2715549152,87984789,294924688,112753957,1577709,20223035889,3431502449,554085,22688305892,6640033121,1,4,1,1,6,3,559,4935,2714,118,61,405335292863
fixed_p16_d500%1000,638413428,5233805145,2685928525,85048081,280820710,118849493,1804072,12035734975,1576096858,363946,13808301710,3050571900,1,4,1,1,6,3,637,5232,2684,118,61,186420180598
fixed_p64_d500%1000,511777353,4883904996,2706025846,92616135,250025430,126826355,1668627,4791635647,1290562645,345868,4893862415,2498622587,1,4,1,1,6,3,511,4883,2704,118,61,152751498671
fixed_p1_d3000%5000,3492089116,24984298645,14378621502,82758427,175204721,105503162,3759009020,51127298397,28975683395,500912,139703992816,56053653106,1,4,1,1,6,3,3491,24983,14377,118,61,3419623240358
fixed_p2_d3000%5000,3129045737,24833112421,14183556648,86475551,228754535,106910709,235614292,33966358153,15508987368,475472,70279403139,30002321177,1,4,1,1,6,3,3128,24832,14182,118,61,1830588263776
fixed_p4_d3000%5000,3516905363,25908867648,14445178038,87590456,6118085860,583911574,52311537,27599089313,9422364766,606052,43461725504,18235559479,1,4,1,1,6,3,3516,25908,14443,118,61,1112705994959
fixed_p16_d3000%5000,3627991330,24883924973,14196818962,87467797,274943065,114862274,9897111,24894433421,6529966249,587189,24895954731,12633588897,1,4,1,1,6,3,3627,24883,14195,118,61,770988910533
fixed_p64_d3000%5000,3097039215,27185790850,14464712206,86172327,276299323,122890860,1940752,27173722173,6781915709,360281,27196724314,13121026269,1,4,1,1,6,3,3096,27185,14463,118,61,800786926515
keda_p0_hpa5_d0%0,357428,2441888,666325,90756316,602829983,118917597,908551,14367532104,3160648826,351256,24029584376,6116344648,1,4,1,1,6,3,0,0,0,118,61,373439324311
keda_p1_hpa5_d0%0,340370,1898684,642186,91163495,195099577,111402365,1025469,13406065153,3113273456,292778,24377558305,6023942925,1,4,1,1,6,3,0,0,0,118,61,368024429127
keda_p0_hpa15_d0%0,364642,2149926,705853,87049679,147103327,108810402,1224526,15080703630,3010068459,355197,23440310149,5824366066,1,4,1,1,6,3,0,0,0,118,61,355627764977
keda_p1_hpa15_d0%0,365217,5911614,754302,90761406,161612179,110441883,2344986,1795870432992,18673563826,469091,1807960545290,36124176183,1,4,1,1,6,3,0,0,0,118,61,2203901589816
keda_p0_hpa30_d0%0,367869,6115910,829098,89473132,209712832,111597385,1282804,17042856298,3338309607,379790,31129010899,6459685719,1,4,1,1,6,3,0,0,0,118,61,394360126886
keda_p1_hpa30_d0%0,356928,2146280,661203,85934360,160714907,112975072,876563,19282100120,3393318419,380856,27717508228,6565809168,1,4,1,1,6,3,0,0,0,118,61,400793085604
keda_p0_hpa530_d0%0,304055,2583684,718536,86856585,176902045,110759550,1785694,1795228054211,18671109823,413557,1802883519711,36119535225,1,4,1,1,6,3,0,0,0,118,61,2203625822660
keda_p1_hpa530_d0%0,380524,2296351,749352,84280635,204815424,108433752,1838443,15457078461,3142345018,349718,23568639939,6080389646,1,4,1,1,6,3,0,0,0,118,61,371269240901
keda_p0_hpa5_d100%150,118131531,809278986,451058823,86890889,216111999,110069588,2887855,12654582845,2935513311,404773,18307181270,5679830619,1,4,1,1,6,3,117,808,449,118,61,347310771173
keda_p1_hpa5_d100%150,108500856,784963150,451219695,87967809,185368516,111231982,8248758,17362815110,3131270890,479886,25065233600,6058887202,1,4,1,1,6,3,107,784,449,118,61,369913022212
keda_p0_hpa15_d100%150,109237793,798899179,445350103,89378074,205549986,109933476,2621282,12638981317,3029602132,419655,19410513540,5862135347,1,4,1,1,6,3,108,798,443,118,61,358042349534
keda_p1_hpa15_d100%150,126675138,815028794,449449766,91113737,212285158,112202127,6367289,244307926658,5282779419,336881,256394723066,10220913685,1,4,1,1,6,3,122,814,448,118,61,623770967184
keda_p0_hpa30_d100%150,113253478,777491634,451042357,84938459,206195598,110442645,78414324,258237228654,5557970695,465571,280911270060,10753214492,1,4,1,1,6,3,112,776,449,118,61,656271486937
keda_p1_hpa30_d100%150,108484908,769179885,451899005,88715743,166884912,112104307,10034284,17024465185,3377400144,382466,27890699457,6536333062,1,4,1,1,6,3,107,768,450,118,61,399028619815
keda_p1_hpa530_d100%150,108257013,812236574,454723912,87495735,173368398,111418761,1573059,296559950784,5435380680,389229,310022344530,10516700831,1,4,1,1,6,3,107,811,453,118,61,641816469098
keda_p0_hpa5_d5000%10000,7558153516,51140165489,26815747756,87061497,181703867,107741749,185925606,1788848804797,34249664189,341615,1847990483586,66254940684,1,4,1,1,6,3,7557,51139,26814,118,61,4041887558094
keda_p1_hpa5_d5000%10000,5699213493,50534209352,27320752724,81551272,167138988,109599704,179137165,71804353889,22275885004,382270,102508926318,43092602873,1,4,1,1,6,3,5698,50533,27319,118,61,2628978267492
keda_p0_hpa15_d5000%10000,5289800717,48129086641,27141455422,88684302,208837200,110364158,241667519,63971292622,18630197690,518315,102035125850,36040644670,1,4,1,1,6,3,5289,48128,27140,118,61,2198795293234
keda_p1_hpa15_d5000%10000,6247562956,50540049477,26798931694,82331480,2147919829,125021659,25857921,61594570358,20739867616,369171,113017153697,40121375868,1,4,1,1,6,3,6246,50539,26797,118,61,2447717689703
keda_p0_hpa30_d5000%10000,5322060995,49086159655,26400163804,80894251,138350395,105098217,174711024,1779877025181,32376420268,506383,1832617724879,62631342275,1,4,1,1,6,3,5321,49085,26398,118,61,3820852405124
keda_p1_hpa30_d5000%10000,6151773166,47644631393,26759368231,90755432,282576896,108979274,508683959,1798111220673,34511960785,524907,1836592431446,66762341725,1,4,1,1,6,3,6151,47640,26758,118,61,4072834993117
keda_p0_hpa530_d5000%10000,5117063015,47689048616,27283588417,86297273,171529587,112637155,95501221,1780716788921,34504846164,516107,1835349714549,66748747972,1,4,1,1,6,3,5116,47688,27282,118,61,4072013033663
keda_p1_hpa530_d5000%10000,6800311243,51652163916,27085848730,90578039,4118679265,140126763,347230204,76759592802,19328235973,527784,111566387191,37392035583,1,4,1,1,6,3,6799,51650,27084,118,61,2281269574749
