Elapsed - Replicas - Running - Unavailable
1 - 1 - 1 - 0
3 - 1 - 1 - 0
5 - 1 - 1 - 0
7 - 1 - 1 - 0
9 - 1 - 1 - 0
11 - 1 - 1 - 0
13 - 1 - 1 - 0
15 - 1 - 1 - 0
17 - 1 - 1 - 0
19 - 1 - 1 - 0
21 - 1 - 0 - 1
23 - 1 - 0 - 1
25 - 1 - 0 - 1
27 - 1 - 0 - 1
29 - 1 - 0 - 1
31 - 1 - 0 - 1
33 - 1 - 0 - 1
35 - 1 - 0 - 2
38 - 1 - 1 - 0
40 - 1 - 1 - 0
42 - 1 - 1 - 0
44 - 1 - 1 - 0
46 - 1 - 1 - 0
48 - 1 - 1 - 0
50 - 1 - 1 - 0
52 - 1 - 1 - 0
54 - 1 - 1 - 0
56 - 1 - 1 - 0
59 - 1 - 0 - 1
61 - 1 - 0 - 1
62 - 1 - 0 - 1
64 - 1 - 0 - 1
67 - 1 - 0 - 1
68 - 1 - 0 - 1
70 - 1 - 0 - 1
72 - 1 - 0 - 2
75 - 1 - 1 - 0
77 - 1 - 1 - 0
79 - 1 - 1 - 0
81 - 1 - 1 - 0
83 - 1 - 1 - 0
86 - 1 - 1 - 0
88 - 1 - 1 - 0
90 - 1 - 1 - 0
92 - 1 - 1 - 0
94 - 1 - 1 - 0
96 - 1 - 0 - 1
98 - 1 - 0 - 1
100 - 1 - 0 - 1
102 - 1 - 0 - 1
104 - 1 - 0 - 1
106 - 1 - 0 - 1
108 - 1 - 0 - 2
110 - 1 - 1 - 1
112 - 1 - 1 - 0
114 - 1 - 1 - 0
116 - 1 - 1 - 0
118 - 1 - 1 - 1
121 - 1 - 1 - 0
122 - 1 - 1 - 0
124 - 1 - 1 - 0
127 - 1 - 1 - 0
129 - 1 - 0 - 1
131 - 1 - 0 - 1
133 - 1 - 0 - 1
135 - 1 - 0 - 1
137 - 1 - 0 - 1
139 - 1 - 0 - 1
141 - 1 - 0 - 1
143 - 1 - 0 - 2
145 - 1 - 1 - 1
147 - 1 - 1 - 1
149 - 1 - 1 - 0
151 - 1 - 1 - 0
153 - 1 - 1 - 0
155 - 1 - 1 - 0
157 - 1 - 1 - 0
159 - 1 - 1 - 0
161 - 1 - 1 - 0
163 - 1 - 1 - 0
165 - 1 - 0 - 1
167 - 1 - 0 - 1
170 - 1 - 0 - 1
171 - 1 - 0 - 1
173 - 1 - 0 - 1
175 - 1 - 0 - 1
177 - 1 - 0 - 2
180 - 1 - 1 - 0
182 - 1 - 1 - 0
184 - 1 - 1 - 0
186 - 1 - 1 - 0
188 - 1 - 1 - 1
190 - 1 - 1 - 0
192 - 1 - 1 - 0
194 - 1 - 1 - 0
196 - 1 - 1 - 0
198 - 1 - 1 - 0
200 - 1 - 0 - 1
202 - 1 - 0 - 1
204 - 1 - 0 - 1
206 - 1 - 0 - 1
208 - 1 - 0 - 1
210 - 1 - 0 - 1
212 - 1 - 0 - 2
214 - 1 - 1 - 1
216 - 1 - 1 - 0
218 - 1 - 1 - 0
220 - 1 - 1 - 0
222 - 1 - 1 - 0
224 - 1 - 0 - 0
226 - 1 - 1 - 0
228 - 1 - 1 - 0
230 - 1 - 1 - 0
232 - 1 - 1 - 0
234 - 1 - 0 - 1
236 - 1 - 0 - 1
238 - 1 - 0 - 1
240 - 1 - 0 - 1
242 - 1 - 0 - 1
244 - 1 - 0 - 1
246 - 1 - 0 - 1
248 - 1 - 0 - 1
250 - 1 - 0 - 2
253 - 1 - 1 - 0
255 - 1 - 1 - 0
256 - 1 - 1 - 0
258 - 1 - 1 - 0
260 - 1 - 1 - 0
263 - 1 - 1 - 0
265 - 1 - 1 - 0
267 - 1 - 1 - 0
268 - 1 - 1 - 0
271 - 1 - 1 - 0
273 - 1 - 1 - 1
275 - 1 - 0 - 1
277 - 1 - 0 - 1
279 - 1 - 0 - 1
281 - 1 - 0 - 1
283 - 1 - 0 - 1
285 - 1 - 0 - 2
287 - 1 - 1 - 0
289 - 1 - 1 - 0
291 - 1 - 1 - 0
293 - 1 - 1 - 0
295 - 1 - 1 - 0
297 - 1 - 0 - 1
299 - 1 - 1 - 0
301 - 1 - 1 - 0
303 - 1 - 1 - 0
305 - 1 - 1 - 0
307 - 1 - 1 - 0
309 - 1 - 0 - 1
311 - 1 - 0 - 1
314 - 1 - 0 - 1
315 - 1 - 0 - 1
317 - 1 - 0 - 1
320 - 1 - 0 - 2
322 - 1 - 0 - 2
324 - 1 - 1 - 0
326 - 1 - 1 - 0
328 - 1 - 1 - 0
330 - 1 - 1 - 0
332 - 1 - 0 - 0
334 - 1 - 1 - 0
336 - 1 - 1 - 0
338 - 1 - 1 - 0
340 - 1 - 1 - 0
342 - 1 - 0 - 1
344 - 1 - 0 - 1
346 - 1 - 0 - 1
348 - 1 - 0 - 1
350 - 1 - 0 - 1
352 - 1 - 0 - 1
354 - 1 - 0 - 1
356 - 1 - 0 - 1
358 - 1 - 0 - 2
361 - 1 - 1 - 0
363 - 1 - 1 - 0
364 - 1 - 1 - 0
366 - 1 - 1 - 0
368 - 1 - 0 - 1
371 - 1 - 1 - 0
373 - 1 - 1 - 0
375 - 1 - 1 - 0
377 - 1 - 1 - 0
379 - 1 - 0 - 1
381 - 1 - 0 - 1
383 - 1 - 0 - 1
385 - 1 - 0 - 1
387 - 1 - 0 - 1
389 - 1 - 0 - 1
391 - 1 - 0 - 1
393 - 1 - 0 - 2
395 - 1 - 1 - 0
397 - 1 - 1 - 0
399 - 1 - 1 - 0
401 - 1 - 1 - 0
403 - 1 - 1 - 0
405 - 1 - 0 - 1
407 - 1 - 1 - 0
409 - 1 - 1 - 0
411 - 1 - 1 - 0
413 - 1 - 1 - 0
415 - 1 - 1 - 0
418 - 1 - 0 - 1
420 - 1 - 0 - 1
422 - 1 - 0 - 1
423 - 1 - 0 - 1
425 - 1 - 0 - 1
427 - 1 - 0 - 2
430 - 1 - 0 - 2
432 - 1 - 1 - 0
434 - 1 - 1 - 0
436 - 1 - 1 - 0
438 - 1 - 1 - 0
440 - 1 - 1 - 0
442 - 1 - 0 - 1
444 - 1 - 0 - 1
446 - 1 - 0 - 1
448 - 1 - 0 - 1
450 - 1 - 0 - 1
452 - 1 - 0 - 1
454 - 1 - 0 - 2
457 - 1 - 1 - 0
459 - 1 - 1 - 0
461 - 1 - 1 - 0
463 - 1 - 1 - 0
465 - 1 - 1 - 0
467 - 1 - 0 - 1
469 - 1 - 1 - 0
471 - 1 - 1 - 0
473 - 1 - 1 - 0
475 - 1 - 1 - 0
477 - 1 - 1 - 0
479 - 1 - 0 - 1
481 - 1 - 0 - 1
483 - 1 - 0 - 1
485 - 1 - 0 - 1
487 - 1 - 0 - 1
489 - 1 - 0 - 1
491 - 1 - 0 - 1
493 - 1 - 0 - 2
495 - 1 - 0 - 2
497 - 1 - 1 - 0
499 - 1 - 1 - 0
501 - 1 - 1 - 0
503 - 1 - 1 - 0
505 - 1 - 1 - 0
507 - 1 - 0 - 1
509 - 1 - 0 - 1
511 - 1 - 0 - 1
513 - 1 - 0 - 1
515 - 1 - 0 - 1
517 - 1 - 0 - 1
519 - 1 - 0 - 2
521 - 1 - 0 - 2
523 - 1 - 1 - 0
526 - 1 - 1 - 0
528 - 1 - 1 - 0
530 - 1 - 1 - 0
532 - 1 - 0 - 0
534 - 1 - 1 - 0
536 - 1 - 1 - 0
538 - 1 - 1 - 0
540 - 1 - 1 - 0
542 - 1 - 1 - 0
544 - 1 - 0 - 1
546 - 1 - 0 - 1
548 - 1 - 0 - 1
550 - 1 - 0 - 1
552 - 1 - 0 - 1
554 - 1 - 0 - 1
556 - 1 - 0 - 2
558 - 1 - 0 - 0
560 - 1 - 1 - 0
562 - 1 - 1 - 0
564 - 1 - 1 - 0
566 - 1 - 1 - 0
568 - 1 - 1 - 1
570 - 1 - 1 - 0
572 - 1 - 1 - 0
574 - 1 - 1 - 0
576 - 1 - 1 - 0
578 - 1 - 1 - 0
580 - 1 - 0 - 1
582 - 1 - 0 - 1
584 - 1 - 0 - 1
586 - 1 - 0 - 1
588 - 1 - 0 - 1
590 - 1 - 0 - 1
592 - 1 - 0 - 1
594 - 1 - 0 - 2
596 - 1 - 1 - 1
598 - 1 - 1 - 0
600 - 1 - 1 - 0
602 - 1 - 1 - 0
604 - 1 - 1 - 1
606 - 1 - 1 - 0
608 - 1 - 1 - 0
610 - 1 - 1 - 0
612 - 1 - 1 - 0
614 - 1 - 1 - 1
616 - 1 - 0 - 1
618 - 1 - 0 - 1
620 - 1 - 0 - 1
622 - 1 - 0 - 1
624 - 1 - 0 - 1
626 - 1 - 0 - 2
628 - 1 - 1 - 1
630 - 1 - 1 - 0
632 - 1 - 1 - 0
634 - 1 - 1 - 0
636 - 1 - 1 - 0
638 - 1 - 0 - 1
640 - 1 - 1 - 0
642 - 1 - 1 - 0
644 - 1 - 1 - 0
646 - 1 - 1 - 0
648 - 1 - 1 - 0
650 - 1 - 0 - 1
652 - 1 - 0 - 1
654 - 1 - 0 - 1
656 - 1 - 0 - 1
658 - 1 - 0 - 1
661 - 1 - 0 - 1
663 - 1 - 0 - 1
665 - 1 - 0 - 2
