Elapsed - Replicas - Running - Unavailable
1 - 8 - 8 - 0
3 - 8 - 8 - 0
5 - 8 - 8 - 0
7 - 8 - 8 - 0
9 - 8 - 8 - 0
10 - 8 - 8 - 0
12 - 8 - 8 - 0
14 - 8 - 8 - 0
17 - 8 - 7 - 0
19 - 8 - 8 - 0
21 - 8 - 8 - 0
23 - 8 - 8 - 0
25 - 8 - 8 - 0
27 - 8 - 8 - 0
29 - 8 - 8 - 0
31 - 8 - 8 - 2
33 - 8 - 7 - 0
35 - 8 - 8 - 0
37 - 8 - 8 - 0
39 - 8 - 8 - 0
41 - 8 - 8 - 0
43 - 8 - 8 - 0
45 - 8 - 8 - 0
47 - 8 - 8 - 1
49 - 8 - 7 - 2
51 - 8 - 5 - 4
53 - 8 - 4 - 4
55 - 8 - 4 - 4
57 - 8 - 4 - 4
59 - 8 - 4 - 4
61 - 8 - 4 - 6
63 - 8 - 4 - 7
67 - 8 - 6 - 6
71 - 8 - 4 - 7
75 - 8 - 4 - 5
78 - 8 - 4 - 4
80 - 8 - 4 - 4
81 - 8 - 4 - 4
83 - 8 - 4 - 6
85 - 8 - 6 - 6
90 - 8 - 6 - 6
92 - 8 - 3 - 9
95 - 8 - 7 - 1
98 - 8 - 8 - 0
100 - 8 - 8 - 0
102 - 8 - 8 - 0
104 - 8 - 8 - 0
106 - 8 - 8 - 0
108 - 8 - 8 - 0
110 - 8 - 8 - 0
112 - 8 - 8 - 0
114 - 8 - 8 - 0
116 - 8 - 8 - 1
118 - 8 - 8 - 0
120 - 8 - 8 - 0
122 - 8 - 8 - 0
125 - 8 - 8 - 0
127 - 8 - 8 - 0
128 - 8 - 7 - 1
130 - 8 - 7 - 1
132 - 8 - 7 - 1
134 - 8 - 7 - 1
136 - 8 - 7 - 1
138 - 8 - 7 - 1
140 - 8 - 7 - 1
142 - 8 - 7 - 2
144 - 8 - 7 - 1
146 - 8 - 8 - 0
148 - 8 - 8 - 0
150 - 8 - 8 - 1
152 - 8 - 6 - 3
154 - 8 - 5 - 3
156 - 8 - 5 - 3
158 - 8 - 5 - 3
160 - 8 - 5 - 3
162 - 8 - 5 - 3
164 - 8 - 5 - 4
167 - 8 - 6 - 5
171 - 8 - 6 - 4
173 - 8 - 8 - 0
175 - 8 - 8 - 0
177 - 8 - 8 - 0
179 - 8 - 8 - 2
182 - 8 - 5 - 3
184 - 8 - 5 - 3
186 - 8 - 5 - 3
188 - 8 - 5 - 3
189 - 8 - 5 - 3
192 - 8 - 5 - 4
194 - 8 - 6 - 5
197 - 8 - 6 - 5
200 - 8 - 8 - 3
203 - 8 - 5 - 3
205 - 8 - 7 - 1
207 - 8 - 7 - 1
209 - 8 - 7 - 1
211 - 8 - 7 - 1
213 - 8 - 7 - 1
215 - 8 - 7 - 1
217 - 8 - 7 - 1
219 - 8 - 7 - 1
220 - 8 - 7 - 2
223 - 8 - 7 - 2
226 - 8 - 8 - 0
228 - 8 - 7 - 1
231 - 8 - 7 - 1
233 - 8 - 7 - 1
235 - 8 - 7 - 1
237 - 8 - 7 - 1
239 - 8 - 7 - 1
241 - 8 - 7 - 1
243 - 8 - 7 - 1
244 - 8 - 7 - 2
247 - 8 - 8 - 1
249 - 8 - 7 - 1
251 - 8 - 8 - 0
253 - 8 - 8 - 0
254 - 8 - 8 - 0
256 - 8 - 8 - 0
258 - 8 - 8 - 0
260 - 8 - 8 - 0
262 - 8 - 8 - 0
264 - 8 - 8 - 0
266 - 8 - 8 - 0
268 - 8 - 8 - 0
270 - 8 - 7 - 1
272 - 8 - 8 - 0
274 - 8 - 8 - 0
276 - 8 - 8 - 0
277 - 8 - 8 - 0
279 - 8 - 8 - 0
281 - 8 - 8 - 0
283 - 8 - 8 - 0
285 - 8 - 8 - 0
287 - 8 - 8 - 0
289 - 8 - 7 - 1
291 - 8 - 7 - 2
293 - 8 - 5 - 3
295 - 8 - 5 - 3
297 - 8 - 5 - 3
299 - 8 - 5 - 3
301 - 8 - 5 - 3
303 - 8 - 4 - 4
305 - 8 - 5 - 5
307 - 8 - 7 - 4
310 - 8 - 7 - 4
312 - 8 - 7 - 1
314 - 8 - 8 - 0
316 - 8 - 8 - 0
318 - 8 - 8 - 0
320 - 8 - 8 - 0
321 - 8 - 7 - 1
324 - 8 - 7 - 1
326 - 8 - 7 - 1
328 - 8 - 7 - 2
330 - 8 - 6 - 2
331 - 8 - 6 - 3
333 - 8 - 5 - 3
335 - 8 - 5 - 3
337 - 8 - 5 - 4
339 - 8 - 6 - 4
343 - 8 - 6 - 2
346 - 8 - 7 - 1
347 - 8 - 7 - 2
350 - 8 - 8 - 2
352 - 8 - 8 - 0
355 - 8 - 8 - 0
356 - 8 - 7 - 1
359 - 8 - 7 - 1
360 - 8 - 7 - 1
362 - 8 - 7 - 1
364 - 8 - 7 - 1
366 - 8 - 7 - 1
368 - 8 - 7 - 1
370 - 8 - 7 - 2
372 - 8 - 8 - 1
375 - 8 - 8 - 0
377 - 8 - 8 - 0
379 - 8 - 8 - 1
381 - 8 - 8 - 0
383 - 8 - 8 - 0
385 - 8 - 8 - 0
386 - 8 - 8 - 0
388 - 8 - 7 - 1
390 - 8 - 7 - 1
392 - 8 - 7 - 1
394 - 8 - 7 - 1
396 - 8 - 7 - 1
398 - 8 - 7 - 1
400 - 8 - 7 - 2
402 - 8 - 8 - 1
404 - 8 - 8 - 0
406 - 8 - 8 - 0
408 - 8 - 8 - 0
410 - 8 - 8 - 0
412 - 8 - 8 - 0
414 - 8 - 8 - 0
416 - 8 - 8 - 0
418 - 8 - 8 - 0
420 - 8 - 8 - 0
422 - 8 - 8 - 0
424 - 8 - 8 - 0
426 - 8 - 8 - 0
428 - 8 - 8 - 0
430 - 8 - 8 - 0
432 - 8 - 8 - 0
434 - 8 - 8 - 0
436 - 8 - 8 - 0
437 - 8 - 8 - 0
439 - 8 - 8 - 0
442 - 8 - 8 - 0
444 - 8 - 8 - 0
445 - 8 - 8 - 0
447 - 8 - 8 - 0
449 - 8 - 7 - 1
451 - 8 - 7 - 1
453 - 8 - 7 - 1
455 - 8 - 7 - 1
457 - 8 - 7 - 1
459 - 8 - 7 - 1
461 - 8 - 7 - 1
463 - 8 - 7 - 1
464 - 8 - 7 - 2
467 - 8 - 7 - 0
469 - 8 - 8 - 0
471 - 8 - 8 - 0
473 - 8 - 8 - 0
474 - 8 - 8 - 0
476 - 8 - 8 - 0
478 - 8 - 8 - 0
480 - 8 - 7 - 1
482 - 8 - 7 - 1
484 - 8 - 7 - 1
486 - 8 - 7 - 1
488 - 8 - 7 - 1
489 - 8 - 7 - 1
491 - 8 - 7 - 1
493 - 8 - 7 - 2
495 - 8 - 7 - 2
498 - 8 - 8 - 0
499 - 8 - 8 - 0
501 - 8 - 8 - 0
503 - 8 - 8 - 0
505 - 8 - 8 - 0
507 - 8 - 8 - 0
509 - 8 - 8 - 0
511 - 8 - 8 - 0
514 - 8 - 7 - 1
516 - 8 - 7 - 1
518 - 8 - 7 - 1
520 - 8 - 7 - 1
521 - 8 - 7 - 1
523 - 8 - 7 - 1
525 - 8 - 7 - 2
527 - 8 - 8 - 1
530 - 8 - 8 - 0
531 - 8 - 8 - 0
533 - 8 - 8 - 0
535 - 8 - 8 - 0
537 - 8 - 8 - 0
539 - 8 - 7 - 1
542 - 8 - 8 - 0
544 - 8 - 6 - 2
546 - 8 - 6 - 2
548 - 8 - 6 - 2
550 - 8 - 6 - 2
552 - 8 - 6 - 2
554 - 8 - 6 - 2
556 - 8 - 6 - 2
558 - 8 - 7 - 3
562 - 8 - 7 - 2
564 - 8 - 8 - 0
566 - 8 - 8 - 0
568 - 8 - 8 - 0
570 - 8 - 8 - 0
572 - 8 - 8 - 0
574 - 8 - 8 - 0
576 - 8 - 7 - 1
578 - 8 - 7 - 1
580 - 8 - 8 - 0
582 - 8 - 8 - 0
584 - 8 - 8 - 0
586 - 8 - 8 - 0
588 - 8 - 7 - 1
590 - 8 - 7 - 1
592 - 8 - 7 - 1
593 - 8 - 7 - 1
595 - 8 - 7 - 1
597 - 8 - 7 - 1
600 - 8 - 7 - 2
602 - 8 - 8 - 1
605 - 8 - 8 - 0
607 - 8 - 8 - 0
608 - 8 - 8 - 0
610 - 8 - 8 - 0
612 - 8 - 8 - 0
614 - 8 - 8 - 0
616 - 8 - 8 - 0
618 - 8 - 6 - 3
620 - 8 - 7 - 1
622 - 8 - 7 - 1
624 - 8 - 7 - 1
626 - 8 - 7 - 1
628 - 8 - 7 - 1
630 - 8 - 7 - 1
632 - 8 - 7 - 3
634 - 8 - 7 - 2
637 - 8 - 7 - 1
638 - 8 - 7 - 1
